tweet_id,conversation_id,customer_message,brand_response,generated_reply,intent,expected_action,notes
1232327,1232327,"@AppleSupport Just updated to latest update, apps are freezing phone for 30-40 seconds in some cases complely@crashing forcing a hard reboot",@409019 Let's take a look at this for you. Reach out to us in DM.,,,,
2915971,2915971,So NOW it’s my and my wife’s touchscreen that is really slow to respond. Can’t get back to Mac mail or texts.. WTF happened to the great @AppleSupport @115858 ? I’m tired of bitching about them. Everyday it’s something. #imdone,@739035 We are here to help. Send us a DM and we'll look into this together.,,,,
1859034,1859034,@AppleSupport my iPhone 6s has a consistent battery draining problem since the update of iOS 11.0.1 so far 2 more minor updates but in vain,@402034 We've got your back on this. Can you start by confirming if an update to 11.0.3 helped?,,,,
596883,596883,@115858 updated to 11.2. Unable to activate Apple Pay Cash. Help?,"@261493 Thanks for updating to iOS 11.2. If you're in the US, those features will begin rolling out early next week.",,,,
1718247,1718247,I️ keeps popping up @115858,@520254 Here’s what you can do to work around the issue until it’s fixed in a future software update:,,,,
1594978,1594978,@AppleSupport Well my health app had two Apple watches on it so I deleted one and then it happened but would this affect all of my activities data it didn’t really affect anything else but,@156179 Have you been creating iCloud backups? Send us a DM and let us know.,,,,
2983777,2983777,The new Mac OS High Sierra doesn’t allow multiple extenal displays. No fix. No explanation. @115858 @AppleSupport #HighSierra #macOS #macOSHighSierra,"@822793 We know the value of having multiple displays, and we'd like to see how we can help. Let us know in DM what type and year of Mac you have, along with the type of displays you're trying to use. We'll continue from there:",,,,
2731337,2731337,@AppleSupport iPhone 7s plus,"@732115 Got it, thank you. In recent iOS versions, you can turn off auto-brightness by tapping Settings &gt; General &gt; Accessibility &gt; Display Accommodations. Check out this article for more information:",,,,
2042590,2042590,@AppleSupport iOS 11 makes me want to switch to samsung. And I’ve been a loyal Apple customer for years. These bugs are just absurd.,@449864 We want you to enjoy iOS 11. We can help! Send us a DM and let us know what's happening specifically. We'll go from there.,,,,
2451726,2451726,WHY can i still not download iOS 11?? it fails to verify every time and i'm super annoyed. @AppleSupport,"@482457 We're here to help. If you haven't yet, try installing the update through iTunes. Follow these steps:",,,,
813347,813347,"Since I downloaded the newest update on my phone, it keeps turning itself off and all my photos have disappeared!? Help ☹️ @AppleSupport",@313813 Let's have a closer look with you. What is being done on the device when it turns itself off?,,,,
1362573,1362573,"@AppleSupport Great, thanks!",@437261 No problem. Let us know if you need any further assistance.,,,,
2571993,2571993,@AppleSupport how do I revoke access to the default camera app when my iPhone’s screen is locked?,@136095 Hello. We'd love to help. Let's meet up in DM and discuss it.,,,,
2070031,2070031,@115858 WTF these updates are THE WORST! My phone is constantly dying. Can’t hold a charge whatsoever. #fixthebattery,@612179 We'd be happy to partner with you and help you maximize battery life. Can you DM us the exact version of iOS you're running?,,,,
1634104,1634104,WTF IS UP @115858 WITH “I️”,@499914 Here’s what you can do to work around the issue until it’s fixed in a future software update:,,,,
2295567,2295567,@115858 needs to fix this “ I️ “ problem ASAP.,"@666558 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up:",,,,
1566895,1566895,@AppleSupport fix this. I’m tired of the explanation point and question mark in the box problem,"@483607 We're happy to take a look. First, check out this article with steps to help with the issue you see:",,,,
2285339,2285339,@AppleSupport so my iPhone crashes touch seems to stop working altho I can access wifi menu etc Ask apple the issue they tell me my phone screen needs replaced - get new phone and same issue happens is this a problem with iOS or the 8?,@664100 Let's take a closer look at this issue together. Please DM us about this and we'll get started.,,,,
1021683,1021683,@AppleSupport is there anyway I can seriously get this Bluetooth issues fixed already you guys do the dumbest updates and ruins the phone,@361779 Thanks for reaching out to us. Can you please clarify the issue that you are having? That way we can better assist you.,,,,
780276,780276,@115858 you guys need to update IOS because it’s hiding &amp; moving photos from my People list from one person to a different person so fix It.,@306297 We are here for you. Let's take a look at this further for you. Reach out to us in DM.,,,,
235006,235006,@AppleSupport Yes. I’ve just upgraded to IoS11.2 and it seems to be fixed!,@135630 Glad to hear it. Please reach out to us again if anything else comes up.,,,,
738502,738502,@AppleSupport fix the battery drain issue ASAP or i ll never buy an iphone again,@296624 We're here to help. Send us a DM and let us know what version of iOS you're running. We'll go from there.,,,,
2305945,2305945,"@AppleSupport Been having this issue for months, using an iPhone 6 using software. Ios11",@669008 Let's make sure you have the data turned on for the apps. Here is a link to help:,,,,
1311508,1311508,@AppleSupport I need a tutorial for the iOS 11 podcast app. I don’t know how to use it and it is not as organized as the ios10 version.,@190415 Thanks for reaching out to us. Here is a helpful resource: DM us if you have any questions here:,,,,
1035259,1035259,@115858 thanks for slowing down my phone with the new iOS 11 update. Now my iPhone 6 is slow and glitchy. Thanks apple you’re awesome!,@364885 We're here to help. Please send us a DM if you would like us to troubleshoot what's going on.,,,,
1551805,1551805,@AppleSupport Why is my phone auto correcting “I” to I️,@480184 Check out our article here: DM us any other questions.,,,,
2499357,2499357,So this new update has me annoyed. This shit just sent me messages from 4/5 days ago. Cmon @115858 you gotta do better. #iPhone7Plus 😒,@713116 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this.,,,,
2736419,2736419,why does my music stop every time i get a notification or even for no reason at all plz help i’m sick of it😩 legit happens like 5 times a minute @AppleSupport,@766823 Thanks for reaching out. Please DM us which device is having the issue. We'll start there.,,,,
998927,998927,Dear @AppleSupport please stop making “I” appear as question marks in boxes. Thank you!,@356522 Hello. Check out this article and DM us any questions you may have:,,,,
542478,542478,New iPhone X starts randomly resetting itself... great job @AppleSupport,"@245915 We want to help. If your new iPhone X with iOS 11 unexpectedly restarts, this article will walk you through a solution: Let us know if you have any other questions. We're here for you.",,,,
542441,542441,@AppleSupport The screen goes black with a buffering type image in the middle and then goes back to the locked screen. It began shortly after midnight last evening. I found temp fix from other users until iOS update is released.,"@245901 Please back up your iPhone, then use the guidance here to get this resolved:",,,,
34610,34610,"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport",@123499 Thanks for reaching out. DM the specific issue you are seeing with Messages to get started.,,,,
2845701,2845701,Yo @AppleSupport y’all can’t get shit right huh? I’m trying to say “it” not I.T,@791527 That should not be happening. We want to help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,,,,
652980,652980,"@AppleSupport One other app specifically. This was the first time it happened on messages, but it was three times in a row, each time in the middle of sending a long text to a friend","@275266 What specific iOS are you running on the iPhone under Settings &gt; General &gt; About? Does a restart resolve the issue for you, if even temporarily?",,,,
2036124,2036124,I never shoulda updated my phone... smh can I go back @115858,@601974 We're happy to work with you on your iPhone today for any concerns you have. Let's meet in DM to review what you're experiencing.,,,,
1405452,1405452,@AppleSupport When i say hey siri plz translate.. its showing search result.. not translating,"@695093 Let's look into that. To start, which device and iOS version are you using?",,,,
1783210,1783210,My iPhone literally will not turn on. I hate you @115858,"@535772 It's frustrating when your device isn't working the way you'd expect. Luckily, we're here to help. Send us a DM.",,,,
897156,897156,"@115858 meu Wi-fi do 5s o tempo todo desconecta, tem como arrumar este bug? ele não fico conectado direto poxa","@333044 Since our Twitter support is available in English, get help at or join",,,,
2593045,2593045,"Kan @AppleSupport hier even op reageren! Ik ben 7 jaar geleden begonnen met de #iPhone 3GS, daarna de de 4, toen de 4S, daarna de 5, toen de 6S+ en nu de 7. Ik ben ervaringsdeskundige. De 7 heeft de nieuwste software, maar zit met dit beeld MUURVAST! Nog nooit meegemaakt! Wat nu?",@734347 We offer support via Twitter in English. Contact us for help in your preferred language here:,,,,
879305,879305,@AppleSupport Yes created on iPhone 7 and I have run out of space on my cloud,"@328749 Are you currently syncing to iCloud, and have notes enabled? We'd want to check as well.",,,,
2434242,2434242,@AppleSupport Control Center,@698529 This is normal behavior. You can read more about it here.,,,,
1890011,1890011,@115858 @AppleSupport What is wrong with you guys! Every apple product I have is falling apart. For past one hour my phone is showing every single message notification from past year. Every time I buy a charging cable it breaks. My phone hangs millions times a day. What is wrong?!,@563635 We're glad you are reaching out to us so we may help. Click the DM link and we'll get started looking into these with you.,,,,
1004979,1004979,@AppleSupport Yes!,"@357863 Have you had a chance to force quit the Music App, and then restart the device since updating to iOS 11.1.2?",,,,
2731259,2731259,@115858 can this be fixed? I got it in like 2011-2012 (if i rememeber right. Its been awhile.),"@765664 We know how important it is to have a working iPhone, and we'll do all we can to help. Let us know what country you're in via DM, and we'll get started:",,,,
2436454,2436454,@AppleSupport yes,"@698997 Thanks for clearing that up. When your phone shuts down, does it power itself back on, or do you have to turn it on manually?",,,,
1997678,1997678,@AppleSupport last few days my battery has been draining like crazy. Dead phone by noon. iPhone 8 was on 11.03 now on 11.1 &amp; it’s worse.,@590685 Battery life is so important. Let's work together today to help. Join us in Direct Message below to get started.,,,,
946670,946670,"@AppleSupport my AppStore is not working, it doesn’t download apps since I updated iOS.",@344481 We'd like to help. Which Apple device and version of iOS are you using? Please reply in DM.,,,,
1768866,1768866,Hey @AppleSupport can you please fix this stupid auto correct of the “I️” to “A ?” crap 🙄,@531809 Here’s what you can do to work around the issue until it’s fixed in a future software update:,,,,
2012233,2012233,So why is this 👉🏾 I️ happening every time i type the letter i? @AppleSupport @115858,@595009 We'd be happy to work with you. These steps can help: DM us if the issue continues.,,,,
1432449,1432449,Wth is up wit iPhone spelling error ? This “A❔” crap??? @AppleSupport,@250053 Could you Direct Message us? We'll look into this with you.,,,,
2555359,2555359,What I have to do?! 😫 @AppleSupport,@341892 We can assist you with this. One option is to free up storage space so that you have more space available: You can also purchase more iCloud storage.,,,,
2622748,2622748,"What in the actual hell is this @115858? I clicked on install for the System Update and got this?!?!?! What am I supposed to dow with this, @AppleSupport?",@167468 This is certainly unexpected. Let us know the currently installed operating system in DM. We’ll team up.,,,,
2077420,2077420,@AppleSupport 1. Screen not working sometimes 2. Keypad for calling hangs 3. Apps hang commonly most of times when u need a phone ur phone is hanged,"@614404 Alright, no problem. Let us know if all the apps are currently up-to-date in DM. We’ll continue troubleshooting there.",,,,
